夜游,40,2017-07-27,2352,很用心啊吴京导演，小看你了，确实在导演上下功夫了拉片子了，知道借鉴是好的。至于大家比较反感的小粉红情绪我觉得那些桥段都是主旋律必备啊是稍微有一点过但还可以接受。最好的地方是吴京节奏掌握得很好，知道张弛有度，这点很难得。
格拉比,10,2017-07-28,1133,片头海里那场动作戏看完就呆不下去了，太假太做作，提前离场。
CobraCB,20,2017-07-28,1114,说喜欢这部片子的人不是装傻就是真傻，要不是真的没有别的可看肯定是不会选这部的，直男癌到令人发指，所有剧情走向也完全是九十年代那套照搬，审美这件事儿真不是一时半会儿能培养出来的。
甜心,40,2017-07-27,2304,犯我中华者虽远必诛，这句话一直在我脑子里回响
tiger丹丹,10,2017-07-23,1068,目瞪狗呆！太瘠薄好看了！中国人牛b就是硬道理！（别再用标记日期骂我了朋友们  首映礼看的我谢谢你们
高大山,10,2017-07-29,966,你知道吴京有多努力么
浅夏安然,40,2017-07-27,2088,好看，这部戏让人看的热血沸腾，打戏挺燃的，吴京演技棒呆了
痞影人科莱昂,20,2017-07-27,900,符合“有钱了续集反而拍更差”这一放之四海而皆准的规律，场面越做越大，然而伴随着各种动作场面和特效场面的升级，这一部的叙事反而变得非常凌乱。格局颇大，想拍成《黑鹰坠落》，结果撑死最多也只是官方主旋律版的《敢死队》。吴京确实有野心，但论自我角色定位能力远不如同是动作演员出身的甄子丹。
裴秀智,50,2017-07-27,2048,吴京厉害了，身为武打演员，能拍到这么高标准的大场面的枪战戏，为你点赞。热血男儿，荷尔蒙爆发！
福禄寿喜九段,10,2017-07-29,827,请问吴京脑残，弹簧床能挡火箭炮吗？
古尔齐亚,30,2017-07-29,738,《血战钢锯岭》中国人也会觉得好看，因为它歌颂的宗教情怀是超越政权的；但当你只想歌颂一个政权时，很明显就低了一个层次，甚至充满了现实乃至投机的考量，高下立见
丢丢,40,2017-07-27,1576,整部电影延续1的风格，热血。场面比1来的要大，打戏动作不错，吴京挺适合演军人的，电影之前的中国梦片段他都念的劲儿劲儿的。整体来说还不错，不过张翰太违和了，一出来就一股雷阵雨的画风。
我要复仇,40,2017-07-24,1850,《战狼2》的动作场景和战斗装备全线升级，热血的打斗动作从头打到尾。《战狼2》游走在电影审查红线的边界和政治安全的缝隙，是部延续了第一部极具煽动爱国情绪的国产动作大片。如此制作精良的影片，还请多来一点。
蛋蛋的忧伤,40,2017-07-27,1673,火爆的场面拍出了好莱坞大片的感觉，本片必将燃爆暑期
搬砖侠,20,2017-07-27,850,扪心自问这种电影真没法评价，全片靠动作戏撑完，文戏都是扯淡，女主角毫无存在的必要，故事不需要逻辑只要主角开挂，但牛逼之处在于全片都透露着极强烈的爱国主义光环和意识形态枷锁，在祖国面前，一切反动派都是纸老虎，所以战狼一个人开挂团灭一个连都是合情合理的，动作戏还不错，挺用心，两星鼓励
圣墟,30,2017-07-27,856,电影用的胶卷挺差的，故事过度也差，地方部队还没太多展示就死去，反正各种问题。但就是能吸引人看下去，就冲这，为什么要这么鄙视敢想敢去开拓的人，不允许他们再去拍，直到能有更好的人，拍出更棒的更出彩的电影来呢？
天台杀手,40,2017-07-27,1207,上一部是傲气雄鹰，这一部是第一滴血4。吴京算是国内导演对类型片感觉比较准的，作为动作片钱都花在有效地方，整体火爆流畅，有大片气魄，创作上也足够真诚。人物设计也都不错，连张翰都很可爱了。如果吴京不像当年甄子丹那样一时膨胀、在银幕上独占聚光灯，肯定可以走得更远。
苏筱兀,50,2017-07-27,1370,太喜欢《战狼2》开场6分钟长镜头的水下搏斗戏了！从来没有在其它任何一部电影里看到过，因为拍摄难度真的不一般，同时还对演员有各种技能方面的要求。看完片子回来搜了下，被吴京会游泳、潜水、滑雪、开飞机、开坦克、射击等各项技能，还特意去特种部队当过18个月兵…真的很佩服这样的电影人！
大表姐,40,2017-07-29,779,美国大片就能意淫，国产的就不行？美国的就打不死，全都跳飞机跟跳墙一样，中国就不行？
苏浣,20,2017-07-27,807,两星给打戏，其他一般般，没啥看点，还有点尴尬？
苏浣,20,2017-07-27,807,两星给打戏，其他一般般，没啥看点，还有点尴尬？
張小馬biubiu,10,2017-07-28,557,吴京：这种女人就缺我这样的男人征服。心往一处想，劲往一处使，就能实现吴京直男癌的中国梦🇨🇳
李小丢,30,2017-07-29,281,翻了一下我给第一部的评价是四星，当时觉得挺燃的，这部其实在完成度上更接近好莱坞的制作了，每个步骤每个人物的走向都很顺滑，没有任何出人意料的地方。只给三星是因为，看看最近现实世界的一切，抱歉我在影院里燃不起来，只是觉得一切都很魔幻，当然开头的强拆是最有现实感的一幕了。
frozenmoon,30,2017-07-28,298,吴京确实很聪明，很鸡贼。在一面大旗下呈现了一出重工业娱乐电影。他一直调控着说教和娱乐的比例，娱乐多了，尺度不被允许，说教多了，大众不接纳，比例把握非常微妙。这其中还是有一些“奇侠”化的内容，比如用玻璃碴子当飞镖杀敌一类，只不过被遮盖掉了。“老爹”演过美剧《搏击王国》，力荐那部美剧
自由极光,10,2017-07-30,511,谄媚投机到恶心。
斑陀螺,10,2017-07-29,448,以现在的中印局势，来对比这部电影假想的内容，还真是挺精神分裂的哈哈哈
what'swilliam,30,2017-07-27,609,3星半。1.电影结束有掌声出现，近期少见。2.一粒爱国主义大补丸，有人吃的开心，有人觉得补大了。3.从头打到尾，从白打到黑。4.从片头字幕到影片细节，完全展现了吴京作为一个超级直男的糙和猛。主角光环媲美终结者。5.达康书记无亮点，张翰变谐星。6.3D？？？7.导演的掌控能力逼近Hold不住的边缘。
cool魔,40,2017-07-27,1080,打戏非常带感，燃爆了，拳拳到肉，看得超爽！
思郁,30,2017-07-28,297,好莱坞总是美国总是拯救世界，国产片就是中国梦想拯救非洲
瓦力,20,2017-07-27,593,无脑动作片，模仿好些国外大片再想怎样就怎样一股脑堆，槽点巨多，几位主角血厚到科幻级别，吴京重复演满血、红血、中毒、极速回血、爆种...确实很拼但片子太投机取巧，反派照搬上集辱华外国佣兵，目测《战狼3》反派依旧会千篇一律...故事不行堆再多大场面假high瞎燃也没用，《变5》不才刚玩砸么？5/10
鹿菏,50,2017-07-29,514,几个网红拉出来弹弹琴你们就说燃了？彰显我大国气象荷尔蒙满屏，这TM才叫燃！！！这部电影告诉我们中国人也是可以拯救世界的！
骆瑞生,50,2017-07-24,1006,男生看这部电影的话，应该会很喜欢，因为很刺激肾上腺素，如果是女生，冷锋对龙小云的感情也会十分打动你，真的！
turbine,30,2017-07-23,274,作为主旋律影片为啥用《奇异恩典》配乐，画内镜头还是中国军人……
啪叽,50,2017-07-27,892,燃！大场面真的不输国外大片不尴尬，吴京打戏很精彩，水下搏斗看着也很有力，必须安利一下张翰，这角色简直就是个彩蛋啊，承包所有笑点，为他量身定做的哈哈哈，彭于晏可演不来。是真的好看
秦汧,20,2017-07-28,369,典型美国大片的方式，每次都能猜对剧情，没劲诶~我就想问，王牌特工就那么点杀人的镜头，还经过艺术处理，都直接删了，战狼2这种血腥屠杀的镜头，赤裸裸的，大段大段的，是怎么过的？政治正确就有庇衣了？
郭子,40,2017-07-24,827,《战狼2》的制作明显比第一部升级了不少，坦克漂移、无人机突袭、直升机坠露、水下肉搏，军舰导弹发射、场面和动作再加上非洲叛乱国际化的视角完全是好莱坞大片的标配，吴京饰演的冷锋更加深入人心，如此搏命的精神在当下华语动作电影算是少见了，期待第三部。
杨清宇,20,2017-07-29,338,吴迪塞尔如入无人之境，7亿大陆直男在这一刻集体勃起。心往一处想，劲往一处使，你就能离开影厅不是个屌丝了？
Yu Luan,50,2017-07-29,541,已三刷。不明白为什么会有人说中二和吴京意淫。这种类型的电影肯定要有一个英雄人物带动情节的发展。真的好看，全场无尿点。谁会希望有战乱，一些人或群体为了自己的私人利益，发动战争，但这苦的可是手无寸铁之力的民众，祈求一个永远也实现不了的愿望：世界和平。黑子跪久了都站不起来了，5分力荐！
梁慕橙,40,2017-07-27,765,作为军旅题材给四星我觉得不过分，质感燃到爆炸
槑槑,40,2017-07-27,660,好燃啊！好看！表白吴京和达康书记！
梁慕橙,40,2017-07-27,765,作为军旅题材给四星我觉得不过分，质感燃到爆炸
槑槑,40,2017-07-27,660,好燃啊！好看！表白吴京和达康书记！
冷漠肥仔,10,2017-07-29,367,集体癔症。
焦璦,20,2017-07-28,343,这个系列从1开始就跟吃了壮阳药似的。
呓芗鎏哖,40,2017-07-28,256,张翰脸比女主白太多了，请问用了什么护肤品？！
少年游,40,2017-07-31,455,捧高美国队长，贬低战狼，双重标准不要玩的太溜……好莱坞玩爱美国就是高大上，国内玩爱国就是假大空，真不懂你们这些没有膝盖的人
叶子的眼睛,40,2017-07-27,778,意料之中的精彩，意料之外的惊喜。属于我们的英雄，展现狼性的军魂。
gespenst,10,2017-07-31,122,「中國狼不咬中國人！」www
凌睿,30,2017-07-27,226,1.看看人家装逼装得多专业。2.由于全国发布高温警报，主角只好去非洲避暑了。3.Tundu：我不要去中国，中国太他妈热了，我会被晒黑的！4.张翰在本片饰演亦凡，整个太平洋都是他承包的鱼塘。5.达康书记、东来局长都是幌子，实际上反派是美队对冷锋的考验，下集他将加入复联一起打灭霸。
叶哭,20,2017-07-28,321,样板戏走向全球
乌鸦火堂,40,2017-07-27,352,三星半，与首部一脉相承，但脱离了军旅题材的限制，变成了孤胆英雄动作片，与第一滴血系列是一样的，故事不新鲜，但场面更大，动作部分在技巧/火爆之间切换，整体非常燃，片长有些长。能看出拍摄时受限颇多，有的镜头一看就是硬性指标，但这样的片对拓展华语类型片有好处，还是多多益善
刘小昭,40,2017-07-28,331,客观的说七分，虽然情节逻辑有各种经不起推敲的细节，但总体完成度很高，虽然反派有点无脑脸谱化，但配角形象还算丰满，尤其张瀚的富二代形象居然不招人讨厌。有笑点有泪点，是部用心的片子，瑕不掩瑜，值得鼓励。
一匹讲故事的马,40,2017-07-23,482,同样是主旋律，片子比电影开始前的《我的中国梦》要屌一万倍。
梁颂华,20,2017-07-26,271,吴京这一次完全就是用超级英雄的标准来打造角色，美式英雄主义与主旋律的违和是不可逆转的缺点，各种笑料也一定程度地破坏了节奏感；斥巨资炮制的大场面有所体验，动作场面的流畅自然也比得上好莱坞水准，但满到溢出却又影响了观感。有着明显的优缺点，但却会是受一般观众喜爱的院线电影。两星半。
鼹鼠的土豆,50,2017-07-24,323,《战狼2》可以说用军舰坦克，撞开了国产电影重工业的大门。让观众了解到国产电影也可以像好莱坞大片一样，可以有自己的超级英雄。
猪美丽,20,2017-07-27,253,3d扣分
傀。,40,2017-07-31,248,说剧情有bug，我承认。但你看的燃不燃？high不high？动作打得过瘾不过瘾？看得心潮澎湃没有？激动不？国产商业动作片能拍到这个水准，已经值得表扬了。不给鼓励还在那挑刺？呵呵。
舒农,20,2017-07-23,383,纯粹拍的很难看啊……
老年人电影协会,40,2017-07-27,506,和第一部同样精彩，看完之后我热血澎拜啊
查尔斯FR,10,2017-07-31,175,非常难看 也不知道导演哪儿来的自信
老年人电影协会,40,2017-07-27,506,和第一部同样精彩，看完之后我热血澎拜啊
查尔斯FR,10,2017-07-31,175,非常难看 也不知道导演哪儿来的自信
Oakwind,10,2017-07-28,331,这一星给开场拆房子的那场戏，太不符合社会主义核心价值观了！
Iridescence,10,2017-07-29,330,在吴京的个人英雄幻想下连主旋律都沦为附庸了，我tm还能说什么...主角已经牛逼到突破逻辑的地步！全天下超级无敌牛逼就是你了好啦好啦我都知道
ylmm,10,2017-07-29,385,二十年前，当我还是个懵懂的小孩子，看到这样的故事和镜头，我会被感动的哭鼻子；如今，二十年过去了，你却还拿这样的故事逻辑和镜头给我看，我只能尴尬的笑。
游牧人·芳汀,40,2017-07-29,152,#电影院#一个人就买了四张票（不打折）请全家看，心疼我的小钱钱≥﹏≤ 还好家长们的反应是好的，把吴京猛夸了一通，中国式的动作大片并不逊色好莱坞，只要他们满意我也就心满意足了。我珍惜一家人和和气气的团聚时刻。卢靖姗真漂亮，干练明朗的健康美。吴京好好拍，第三部继续约啊
掉线,20,2017-08-01,101,【C】剧本学好莱坞已经学的比较像样，但其他导演层面上的东西，处处呈现着一种三线城市修车工人审美，就像开场的长镜头一样，自以为华丽，反倒露拙，动作戏全是特写近景，都构建不出连贯的运动关系。这种满足直男幻想的弱智电影，小粉红看了会坚定爱国心，我这样的人看了只更想移民。
阿南,20,2017-07-29,305,听说过夜郎自大吗？我第一次知道中国人这么牛逼。中国部队所向披靡，连特么坦克都能给你开漂移。整部电影都是吴京一个人在意淫。意淫真可怕，中国维和单凭一个视频能越过联合国长驱直入到别国领土进行作战。你当Africa是你家后院么？意淫强国，我身为天朝子民相当之荣幸。扬我国威，震我中华！
履风之人,50,2017-07-28,401,冷锋像是一个符号，他代表着千千万万守护我们的军人。“国强则民安”，生活在这个没有战争的国度，我们真的算是非常幸福。每一个军人都值得我们尊敬，这个强大的祖国也值得我们热爱。如同影片的主旨：“中国护照不能带你去任何一个国家，但能从任何一个地方把你平安带回家。”
伯爵大人,30,2017-07-29,111,暴发户的自尊来源于深不见底的自卑。
开门！茶水婊,10,2017-07-29,256,我跟你们讲，吴京当年在电视上大吹牛逼，说自己在杀破狼里和甄子丹真打，多厉害多牛逼。结果花絮里明明白白地展现了甄如何设计全套动作，从头到尾手把手地教吴京。
你说这可咋办啊,20,2017-07-29,285,23点45分开始，1点48分结束，我看了12次手机，影厅的天花板上有8条线组合成三角形装饰，18个音响在棚顶前12个并列排放，后面6个33一组，一共24个探照灯，第12个旁边有个摄像头。另外，中国护照上没有那句话。
阿暖,10,2017-07-31,136,爱国真是一门好生意
十万伏特,40,2017-07-30,164,emmmm……主角光环确实是中外商业片的固有定律，并不晓得热评都在愤怒些什么，看来在豆瓣这个某些人高贵的精神角落，掺了主旋律就是罪了。是合格的动作片。
沐风而遇周星星,40,2017-07-30,85,1.设定有点像好莱坞动作片那一套，男主的女人总立flag，不是消失就是疑似扑街。2.太极宗师后，半红不紫多年，吴京很厉害，靠战狼系列走出条自己的动作片路线：金链大哥片，糙汉の最爱。3.能看出007，碟中谍，史泰龙，斯坦森影子在。4.好莱坞团队对爆米花片总体质量提升，战狼2比第1部更紧凑了。7分。
芦哲峰,10,2017-08-02,56,都说吴京打得精彩，看得我无精打采。用弹簧床接火箭炮，绝对是义和团用肉身挡子弹的升级版，比局座的“雾霾防激光、海带缠潜艇”的言论更牛逼、更震撼。
托尼·王大拿,30,2017-07-30,74,跟第一部比确实是不知道高到哪里去了，本质上还是学资本主义毛皮、吹社会主义牛逼，连彩蛋都如此。
kokkili,10,2017-07-30,185,你麻痹 这样
Nóos,10,2017-07-30,93,为了营造清朗的网络环境，所有水军的阴部都糜烂了
海盗天台放映室,30,2017-07-28,141,"如果把爱国和评价主旋律电影捆绑在一起，那对电影本身的尊重何在？
夸张的人设，夸张的场面，漏洞百出的设定，充满意淫的情怀，本有的一些场面上的精彩在强大的堆积而成的bug里显得那么微弱
不能说因为动作场面上花钱了，文戏给我随便搭个棚子就交差了吧
吴京努力了，但是你劲使大了，3星，6分"
阿暖,10,2017-07-31,136,爱国真是一门好生意
十万伏特,40,2017-07-30,164,emmmm……主角光环确实是中外商业片的固有定律，并不晓得热评都在愤怒些什么，看来在豆瓣这个某些人高贵的精神角落，掺了主旋律就是罪了。是合格的动作片。
沐风而遇周星星,40,2017-07-30,85,1.设定有点像好莱坞动作片那一套，男主的女人总立flag，不是消失就是疑似扑街。2.太极宗师后，半红不紫多年，吴京很厉害，靠战狼系列走出条自己的动作片路线：金链大哥片，糙汉の最爱。3.能看出007，碟中谍，史泰龙，斯坦森影子在。4.好莱坞团队对爆米花片总体质量提升，战狼2比第1部更紧凑了。7分。
芦哲峰,10,2017-08-02,56,都说吴京打得精彩，看得我无精打采。用弹簧床接火箭炮，绝对是义和团用肉身挡子弹的升级版，比局座的“雾霾防激光、海带缠潜艇”的言论更牛逼、更震撼。
托尼·王大拿,30,2017-07-30,74,跟第一部比确实是不知道高到哪里去了，本质上还是学资本主义毛皮、吹社会主义牛逼，连彩蛋都如此。
kokkili,10,2017-07-30,185,你麻痹 这样
Nóos,10,2017-07-30,93,为了营造清朗的网络环境，所有水军的阴部都糜烂了
海盗天台放映室,30,2017-07-28,141,"如果把爱国和评价主旋律电影捆绑在一起，那对电影本身的尊重何在？
夸张的人设，夸张的场面，漏洞百出的设定，充满意淫的情怀，本有的一些场面上的精彩在强大的堆积而成的bug里显得那么微弱
不能说因为动作场面上花钱了，文戏给我随便搭个棚子就交差了吧
吴京努力了，但是你劲使大了，3星，6分"
没头脑也很高兴,50,2017-07-25,166,《战狼2》里塑造了一个更加的真实与接地气、有血有肉的英雄，他让观众看到无限的可能，让我们见到的是这个时代的英雄。英雄在做的是人性的挣扎与人道的选择，在向所有自以为是的正确选择做抗争。这个时代恰恰缺少的是这样的英雄。
寓目,20,2017-07-30,148,我用余光观察了下周围一起观影的人，一群人一起翻白眼儿，何其壮观～～
非常不小心,20,2017-07-31,82,本来是一星的，因为编剧老师和我在微博上是互关的好友关系，加之，实际上看来，本片硬伤虽多、情感车祸现场也多，但仍然不失为一部进步之作，所以多加了一星。这部片面向的共鸣观众，约为三线城市以后，大三以下或同等学力男生，理性地说，这是一块尚未完全开发的投资洼地，诸位成年人可稍加留意。
大时代歌姬,40,2017-08-02,31,"中国队长。
PS：许多好莱坞大片情节跟狗屎一样，都能被接受。吴京只是稍微主角光环罢了。
战2叙事逻辑可以吊打现阶段漫威剧本，编故事也比速8和变5敬业多了（比如在打赢大反派这一段戏，用活了道具）
PPS：达康书记和东来局长，比心"
魔云兽,50,2017-07-27,244,好看！累了一天看到爽片，心情大好。突击战、坦克战、追逐戏拍得很好看，打斗动作拳拳到肉。黑人母子的笑点和几个泪点的插入也很自然。我觉得算很好的解放军英雄片，国家宣传片和反战片。
Tyger Tyger,comment-time,2017-07-29,25,相府老太太看《红楼梦》就看个吃（张爱玲语），这片你就看个打。。。
老丑,40,2017-07-29,186,无论影片是否意在宣扬什么主旋律，我终究还是看到了强国强民的影子。国强，民强，才是真实的，其余都是骗人的。
darkcat,comment-time,2017-07-29,85,非洲小朋友演技在线
Irreversing,10,2017-08-01,33,中国狗不咬中国人，还敢拦水箱
雷霆少女虫姬,50,2017-07-28,385,诚意满满，全程无尿点。吴京非常帅，剧情比战狼1好看多了。
郭连凯,20,2017-07-31,70,2.5 动作戏的场面拍的还算用心，但逻辑怪力乱神。至于剧情？吴京他老人家开心就好。
忘川之石,50,2017-07-27,154,大概在豆瓣给国产打差评是政治正确吧
郭连凯,20,2017-07-31,70,2.5 动作戏的场面拍的还算用心，但逻辑怪力乱神。至于剧情？吴京他老人家开心就好。
忘川之石,50,2017-07-27,154,大概在豆瓣给国产打差评是政治正确吧
Sofia,50,2017-07-28,270,也许，你永远也不会知道你的祖国给了你多么强健的安全感；也许，你终有一日会发现你也深爱着你的祖国。
大隐隐于市,30,2017-07-27,148,一部政治宣传片！中国也就在非洲还有点脸面了！给宏大的战争场面和吴京卖力的打斗五星，剧情减一星，政治倾向剪一星，综合三星！
七七,50,2017-07-28,406,燃爆了！剧情节奏快又紧凑，全程都看得很爽！但是也看的好紧张！！里面反派说杀人就杀人！吴京好man，但是笑起来还是很可爱的，让我想到了以前看过他的《太极宗师》《金蚕丝雨》里面的他。值得二刷三刷的片子。
几只糖浆,10,2017-07-30,217,wtf???我为啥要看这个
ufo_basker,10,2017-07-30,100,"这个片子唯一有价值的地方就一开始,你为D国把命都卖了,但是家被强拆也无人管,地方蛇鼠一窝,你战友看不过出手,拆你房子见不到的法律就突然出现来啦.你的牺牲一钱不值"
皮革业,30,2017-07-31,18,电影里最热血的场景是，一个人面对成群坦克毫无惧色，要手无寸铁的话，才是真的英雄。
西蒙娜塔桑,10,2017-07-30,171,别几把臭不要脸，预告片就尴尬满满，谁他妈骂我，谁不孕不育，子孙满堂。给自己刷到7.5，真的已经是自我认识偏差到精神分裂的境界了，赶紧去看看病吧。
鄙伶,40,2017-07-27,171,有一场坦克戏，简直令人浮想连连啊，吴京真的不是故意的嘛。又是压人压成肉泥的镜头，又是吴京站在坦克正前面，“稍有常识的人都会看出，如果敌方的铁骑继续前进”，然而吴京这个螳臂当车的歹徒真的阻挡住了。
萌 . 李,20,2017-07-28,151,吴京想当民族英雄想疯了吧，科幻片，各种光环加身，中二的很。全片最精彩瞬间应该是给包工头踹死的那一脚了吧。女医生挺美的，我喜欢。和意哥看的第一场电影，感觉不错。
神無月渡,10,2017-07-31,69,我找骂.有人会来骂我吗？
N.YW,50,2017-07-30,103,赵东来：达康书记，我们接到在非洲卧底的冷锋报告，丁义珍现在非洲，我们请求抓捕。李达康：东来，这件事先不要声张，特别是别让省厅知道，就你和我一起去非洲，加上冷锋同志，三人逮捕丁义珍。这次行就叫战狼2吧
怪盗小新,10,2017-07-27,249,科幻巨制
臭屁维尼,10,2017-07-30,193,虽远必诛，除了印度
29°,10,2017-07-31,95,尴尬癌患者不适合的片子非你莫属。
道友请留步,50,2017-07-30,117,是不是跪的久了，别人扶你站起来你都站不起来？
花轮同学,10,2017-07-30,61,没看过，我就是想给它打一星，不服气你咬我啊
方枪枪,30,2017-07-29,43,《战狼2》之打不死的吴京！
煎釀三嬸,30,2017-07-29,44,《战狼》开创了中国动作片的一个新类型：直男主旋律
臭屁维尼,10,2017-07-30,193,虽远必诛，除了印度
29°,10,2017-07-31,95,尴尬癌患者不适合的片子非你莫属。
道友请留步,50,2017-07-30,117,是不是跪的久了，别人扶你站起来你都站不起来？
花轮同学,10,2017-07-30,61,没看过，我就是想给它打一星，不服气你咬我啊
方枪枪,30,2017-07-29,43,《战狼2》之打不死的吴京！
煎釀三嬸,30,2017-07-29,44,《战狼》开创了中国动作片的一个新类型：直男主旋律
鱼鱼爱吃饭,40,2017-07-30,131,好莱坞很多大片都是把美国人拍的无所不能，也没见很多人骂啊，这个电影把中国人拍的这么强大，为什么这么多人骂。。况且这个电影有一定的历史基础。
胖达叔,40,2017-07-29,104,这就是好的国产主旋律电影啊！不能总看美国人拯救地球吧！我觉得在目前高压审查之下，这类题材要么去部委请尚方宝剑，要么以后专门拍中国人拯救非洲，对抗邪恶的白人。但是，尽管知道这些，这部电影本身还是让人泪流满面的。
懒魔女,30,2017-07-27,124,打打打，杀杀杀，中国护照走天下。（政治正确的影片，肯定过及格线。）
婴儿葛葛,40,2017-07-29,170,一部判断是否双标的电影：美国主旋律还有的套路，它都有，美国主旋律还有的特长，它在努力学，还有一些距离。但以主流商业片惯常使用且不得不使用的方法来指责其短板，就是双标价值观和审美水准的问题了——美国人都把汽车当飞机开了，中国人拍个坦克漂移怎么了？是轧了你家按揭商品房了？
Hellenic Steel,10,2017-07-30,110,没看过
内陆飞鱼,30,2017-08-02,13,"听说过，没见过，两万五千里 ；
有的说，没的做，怎知不容易 ；
埋着头，向前走，寻找我自己 ；
走过来，走过去，没有根据地。

想什么，做什么，是步枪和小米 ；
道理多，总是说，是大炮轰炸机 ；
汗也流，泪也落，心中不服气 ；
藏一藏，躲一躲，心说别着急。"
獨孤島主,20,2017-07-29,99,坦克挡坦克，王牌斗王牌
汉大将军袁绍,40,2017-07-31,16,悬疑片吧巨头面基，共同出席战狼2非首映式，4星留念
图灵的苹果,40,2017-07-31,95,凭什么双重标准！！？？美国主旋律就去跪舔！！各种舔！！国产的只要和主旋律沾边！！就tm各种无脑喷！！！某些人是不是性生活不和谐啊！？！然后把脾气全往电脑上发？？
妙可中国,20,2017-08-01,22,动作戏只有（敢死队）的水平，也就只能说好过前作，两个小时不停的给你炸，给我最大感受就是吴京不停换着镜头角度扮酷扮有型，反派的智商简直是屎做的，这脑子也能出来当雇佣军？比起这个直男冷锋，我宁愿吴京回去演（杀破狼）。
LOOK,20,2017-08-02,16,按好莱坞的标准，流畅度和节奏都有问题，高潮位靠的还是赤裸裸的爱国鸡血冲上去的
Lu,10,2017-07-29,108,にまび
🐠,50,2017-07-28,172,中国能拍出这样的电影已经很不错了，至少过程是很给力的！
我叫卢大胆,40,2017-07-27,138,好看！虽然吴京的主角光环有点重，但是最后一屏真是升起了爱国心
